Club Name,links,Coding & Software Development,Hardware & Prototyping,Artificial Intelligence & Machine Learning,Data Science & Analytics,IoT & Embedded Systems,Robotics & Automation,Engineering Design & Manufacturing,Sustainable Engineering & Renewable Energy,Product Management & Startups,Graphic & Visual Design,Fashion & Styling,Music Performance & Production,"Film, Media & Journalism",Photography & Visual Arts,Creative Writing & Literature,Theater & Improv Performance,Dance & Movement Arts,Outdoor Adventure & Recreation,"Fitness, Wellness & Mindfulness",Sports & Competitive Club Teams,Community Service & Volunteering,Social Entrepreneurship & Impact,Non-profit & Advocacy Engagement,"Diversity, Equity & Inclusion",Cultural & Heritage Community,Language Learning & Conversation,International & Global Perspectives,Academic Research & Honor Societies,Professional Development & Networking,"Business, Finance & Investing",Sales & Business Analytics,Marketing & Advertising,Urban Planning & Real Estate,"Agriculture, Food Systems & Plant Science",Environmental Conservation & Ecology,Wildlife & Natural Resources,Health Sciences & Pre-Professional Tracks,Mental Health & Peer Support,Spiritual-Faith & Religious Community,LGBTQIA+ Advocacy & Safe Spaces,Multicultural Student Communities,Greek Life / Social Leadership,Student Media / Magazine / Editorial,"Gaming, eSports & Tabletop",Vehicle/Off-Road & Motorsport Clubs,Skills Training & Career Preparation,Tutoring / Academic Support & Study Groups,Technology for Social Good,Sustainable Lifestyle & Circular Economy,Life Skills & Personal Growth,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
Cal Poly Andaaz Club,https://now.calpoly.edu/organization/calpolyandaaz,0.13642743259109538,0.07068335310920806,0.06507581282524084,0.08936748836836197,0.06574522905725327,0.11308686120159028,0.03496934873076322,0.05832606293509487,0.06560529030744602,0.0886859524594823,0.08428061922113328,0.11180537107151257,0.10350727886210756,0.14509408755056838,0.055063374302961696,0.1237689424881522,0.177099982383447,0.10643269505983931,0.06053889979752833,0.15620244342208336,0.060450724266511796,0.07641710318847877,0.055972464089374854,0.0733997747318141,0.0890087594403752,0.09532654146132952,0.07273111818494175,0.05967695028382053,0.0633224469155396,0.03972468266642432,0.06880570808063337,0.05969648724909043,0.06766031149754277,0.06128232262831429,0.0,0.04190988511257222,0.09722395254797889,0.04100404540998373,0.07788131342210797,0.09302430784739715,0.09310185904315008,0.07453146169759058,0.0806937812888438,0.12616128581648467,0.14573449043140013,0.08654427270418226,0.06799583882245536,0.09416213422822067,0.06255815170731671,0.04749258172799011,0.22633179157077635,0.22633179157077635,0.0,0.0,0.0,0.0,0.22633179157077635,0.0,0.0,0.22633179157077635,0.06539791980997782,0.10212579552012926,0.0890876135162932,0.09888185448726465,0.0751530180219265,0.07700624313098405,0.07215384442474845,0.05618566022770567,0.05465888795866217,0.07134328674822665,0.07940768684777558,0.07358946922314719,0.09247187766237946,0.07723147704143904,0.07571203222079054,0.10066673751401596,0.060826137024111736,0.06034691241806808,0.03628742864042053,0.05468266709569647,0.047291064221637265,0.06562600563456608,0.07561485102176581,0.0772549674804709,0.07296008951083964,0.0,0.06370806777807775,0.07837791668294793,0.09117115931464922,0.05469268410424641,0.0,0.05563199840347688,0.03954052680744235,0.12491878670414969,0.0700193142330501,0.04346448780295562,0.04975338290931148,0.05596079326357706,0.07115525303298705,0.05577729844779442,0.06446015570583753,0.10629539006699275,0.0392230439537598,0.03646622512208449,0.11290711251214412,0.050354703167443005,0.1574939242035575,0.06347442543074087,0.049144525982333674,0.0,0.0,0.05434286897759926,0.03916977573965522,0.05984428079731583,0.05691026749811648,0.038639953293695864,0.16892783457674895,0.06009853943216258,0.0839240312207248,0.08423433457331055,0.08002391386423544,0.05092491647843819,0.04806123116124119,0.06605923470705066,0.07747610045986203,0.05535820813152104,0.11557846791812766,0.12779043054270373,0.0434550936163721,0.12334139771041865,0.10289403798083505,Cal Poly Andaaz is SLO's first competitive Co-ed Film Song Dance Team. Our music especially comes from Indian films mixed with various western pop music.
Cal Poly Animation Club,https://now.calpoly.edu/organization/animation,0.12928407290792499,0.09882456482992921,0.08211556357597381,0.056786908881436206,0.07477379610381561,0.14277435790851054,0.0662664832411949,0.07216278639167768,0.06460578453552325,0.1185780079722982,0.05027898695868358,0.07610753737879995,0.11528683490536569,0.1428641876999913,0.07948608570762891,0.09123025779471773,0.1278698737846193,0.11793949584332306,0.035824671151770085,0.0934797891205273,0.08148670016560017,0.07194512857964022,0.10081242595823164,0.048223435768199735,0.07315563653941798,0.09156479087911924,0.07426921234806935,0.03873529527196013,0.0780167548196972,0.0641414676924473,0.04075010857313529,0.0652536797611636,0.0633839882225427,0.06449126238122223,0.04886697270501545,0.0394679704660246,0.0563053050829235,0.0,0.04257803893122546,0.07835730589510631,0.05952644659043329,0.04879448202724512,0.11559873879179104,0.0801096274300866,0.10777993409508352,0.07146136786880189,0.08290697919752148,0.0950145602572346,0.0786125353883644,0.06481744501474515,0.20379739864265717,0.20379739864265717,0.0,0.20379739864265717,0.20379739864265717,0.20379739864265717,0.20379739864265717,0.20379739864265717,0.20379739864265717,0.0,0.04507167299786317,0.06425372230148453,0.07606597039719193,0.0,0.05854416070279417,0.05062229353890433,0.08928454043365545,0.0718849138261051,0.06319442099567411,0.07204502632790097,0.07591722938789769,0.08750197079807386,0.045505681948715994,0.06927481878344811,0.05519522238558126,0.10549942819408348,0.0704414352643674,0.07005458990352097,0.058442977206488896,0.07643958724345376,0.04887989959001218,0.05176012295125999,0.07921854343983745,0.05724265001128515,0.07188461621013364,0.05679087593831572,0.03598042554276877,0.10278900721331637,0.09347898253816887,0.05264792741054584,0.06842497233909524,0.0530690862127645,0.053601701670758437,0.07259979095528621,0.04984907643333617,0.05684668146885495,0.04342507747520419,0.060320341875155066,0.06533630022505864,0.06846673898127358,0.12446382405195429,0.04746182329106623,0.07921760067570559,0.07398075188691022,0.0890302901329439,0.06735444207830414,0.10799536192716565,0.06347634808287833,0.03699440700106342,0.0,0.06219851268805688,0.045287104330686105,0.05118457074849888,0.04412070929339641,0.0785922587572372,0.05697243250394667,0.0852430657670866,0.036559364360335196,0.05899160745792128,0.06778166111524733,0.07567941740285326,0.04513427542557717,0.0,0.03648921895512737,0.08630626504176993,0.03633168097310411,0.12200550090163173,0.06630408799939645,0.04202226745644612,0.09864094826138692,0.08412362896823025,"The Cal Poly Animation Club is creating animated short films while hosting guest speakers, workshops and tours."
Cal Poly Archaeology Club,https://now.calpoly.edu/organization/calpolyarchaeology,0.05316246494040084,0.03724223234623384,0.05591718112344264,0.07263565583124258,0.04470282555998099,0.08419471879767369,0.04146569160202428,0.04526268042937543,0.040093491486085785,0.05016654879373056,0.03817756254066804,0.03538820404252716,0.08858180978690233,0.09150615623312967,0.05194108313704014,0.04469681537764691,0.07044195990866574,0.11069033117384734,0.04455643927728106,0.11321151116280556,0.08954730863435252,0.05939064575993147,0.09496786677283856,0.04875807980585459,0.11672366840485071,0.06436362776832225,0.06663789012729468,0.14017578536919076,0.09104665306018474,0.03253978463673505,0.0,0.04227115767874133,0.07708822760169866,0.09304683445686825,0.08548579495542125,0.07231066956613334,0.09216109744116247,0.06212896423556177,0.07293426826026003,0.07515488165373604,0.06028216522315457,0.11791195789056094,0.09405434198429574,0.06133985954698642,0.10485120912690223,0.06980745482234232,0.12929212499215645,0.1099927281433741,0.05506546081180709,0.04806036125989147,0.2003821979483275,0.2003821979483275,0.0,0.2003821979483275,0.2003821979483275,0.2003821979483275,0.2003821979483275,0.2003821979483275,0.2003821979483275,0.0,0.04530441321290141,0.058705502562959776,0.10387501172546296,0.039421262739524586,0.06311528288370599,0.05576215346240854,0.04922763617834179,0.06629410737397592,0.05762031648961929,0.09769847625660139,0.06544167738846833,0.09141264555159509,0.17424988575605005,0.1072355533158249,0.08888215290617467,0.06826462258524854,0.07097863345614869,0.09936110498509344,0.04250587785806563,0.072431222575075,0.0,0.05428551879496977,0.03979823235838728,0.06868151683288765,0.08776789501265454,0.052251734654541436,0.05200194458218563,0.08311863029945968,0.0851966018557969,0.06699208206082408,0.051602284033275374,0.04486533501801984,0.04433858903233165,0.03638218748719194,0.11574532245234795,0.07207491159145414,0.06694118233909746,0.07874016907503582,0.08205902112968107,0.06722538704476352,0.0,0.1431088878330601,0.04322017553473071,0.04776532838372235,0.11641714864492698,0.07194203057701679,0.10360383701408346,0.0765418879844255,0.05002681050379329,0.05401214230023501,0.0323416514425228,0.06617253944631352,0.061347355236863764,0.03357440759293786,0.055624815224475425,0.09253237098853936,0.05174363867866452,0.05534449822011915,0.08297825961462874,0.04077808110829688,0.10087089493861053,0.06864237721202238,0.05181893929580747,0.08789590706494076,0.09709011203475036,0.09276048657713809,0.08039270865957134,0.03508380662919756,0.03865192632286067,0.06471312943756223,0.07392169954741448,The Cal Poly Archaeology Club aims to promote knowledge of the archaeological discipline and provide a network for members to connect with both professionals and their peers.
Cal Poly Archery Club,https://now.calpoly.edu/organization/archery,0.08721992940087533,0.07158388303657046,0.04734150985659543,0.0582154475500418,0.04749425635585066,0.06143966136868319,0.0,0.0,0.04690502940687257,0.05550797272232187,0.04169790111638188,0.041061600731027284,0.08216795716555444,0.13395944238516405,0.05162898535558841,0.05099292478727644,0.08700149690299375,0.14095229267057033,0.05357351285214469,0.14268495298811465,0.08487296187668232,0.0,0.09328224232979106,0.0,0.04587183521839396,0.0,0.05131544957336928,0.05668699689299938,0.09625786785428513,0.03683752574418806,0.054182542618511735,0.04626814825955416,0.08658093335479213,0.0891157739610754,0.05142077257658222,0.08102993061671816,0.08596477305442282,0.04343949939656884,0.07542780646184274,0.05709322799345175,0.0,0.0,0.047213219473836124,0.09955268207895886,0.11169984734064643,0.13075188474351962,0.07986965314916844,0.0,0.03976870654740401,0.09034946053063429,0.2291965274830928,0.2291965274830928,0.0,0.2291965274830928,0.2291965274830928,0.2291965274830928,0.2291965274830928,0.2291965274830928,0.2291965274830928,0.2291965274830928,0.04999850694764876,0.07345046467266125,0.09173558963825724,0.06410236077015861,0.09644091327015476,0.0770703314559252,0.06627421146811276,0.09994612341291925,0.07207961546160747,0.10790819156170443,0.09255669948912407,0.09993431223909383,0.049834717883989875,0.06581671219988958,0.06159573214308044,0.05783687589807627,0.07803598127134377,0.08011069334869163,0.0,0.06309665773803878,0.045801846367977773,0.0381018097101734,0.06649601649554442,0.05728825702753735,0.055734530618032345,0.0,0.0,0.06194961324066283,0.07408473610072416,0.04072621910760215,0.04950266511863505,0.0,0.0,0.0,0.07131128471243348,0.03453538734163498,0.05464646225386511,0.07915493334599713,0.10901885065522088,0.03603257729327583,0.04569698837110947,0.03647905679616197,0.0,0.044693364652809965,0.05490344346362108,0.05940452828417507,0.14880401687859127,0.07612464695847114,0.04061763091845594,0.035684572957453566,0.0,0.046997901777002686,0.0,0.0,0.044831079826674086,0.0410611386919508,0.0,0.08032758408655291,0.046867884618558286,0.05610314193871212,0.08232462536353674,0.04863203755122538,0.034451877500583136,0.057040720488648826,0.10250530812756897,0.0,0.048172851519742904,0.0,0.05597094209155606,0.046886897651076544,0.09262103897159889,The Archery Club focuses on developing an individual's archery shooting skills. The club focuses on recreational archery for both beginners and experts.
Cal Poly Astronomical Society,https://now.calpoly.edu/organization/cpas,0.06334299920506709,0.06184468802038937,0.05363152917652356,0.12346557366467927,0.09357493807506805,0.10240466550962062,0.04100057460220228,0.07430809902461198,0.03175260387961565,0.07785250156909826,0.04622066701860524,0.03163529258537267,0.05918032167018889,0.11454485329564935,0.03471708354917169,0.056206107940559316,0.06923755204312104,0.08170612474170924,0.0,0.043023777522422965,0.0816921355399013,0.07155406854048231,0.09299674443906088,0.03827934281776467,0.050670811947434106,0.05445708092105801,0.09013005886504515,0.11864656114569581,0.05201509164850761,0.0405635957870928,0.058656360660043254,0.0,0.04057145326033129,0.11387625173862095,0.05171738333891808,0.04891851561314931,0.08037839761037063,0.05019809724193841,0.08665200121125691,0.0847191637222136,0.0575337862381147,0.07979225704945049,0.052591768214503766,0.059006625511191325,0.07000411970417231,0.04090625031837737,0.09822285099915605,0.1034588943274722,0.08808394079773434,0.04719565790551797,0.20132968229939885,0.20132968229939885,0.0,0.20132968229939885,0.20132968229939885,0.20132968229939885,0.20132968229939885,0.20132968229939885,0.20132968229939885,0.20132968229939885,0.055364229781948174,0.07569193177765232,0.07154552442375078,0.07222593463309872,0.057492226506833374,0.06761513190516967,0.1038106146439935,0.05966426155663674,0.07137829437105477,0.1085993048933098,0.0768894812963372,0.08320096815882139,0.12005731777377464,0.10515326497233099,0.07661544764277063,0.06838821880884297,0.10960858834467371,0.10985293597395135,0.07579939412923889,0.07816679819125798,0.0388044419911291,0.08331609041358988,0.030792534796469477,0.05732834547135935,0.08915503143916904,0.03773848322530629,0.03959951728766719,0.08076873158390206,0.10329835631519382,0.0,0.05428061034342204,0.04176207699311162,0.06148321466290339,0.0,0.11348241107067206,0.06877880079442476,0.043133504514101674,0.08156368199547817,0.12138426773060274,0.08882956653979159,0.06468688085039058,0.07259442944740464,0.03890218001900974,0.056179461538999,0.10587868771833073,0.036071510869335056,0.08288405052545324,0.07691471922129016,0.05404042375294369,0.033803432292253,0.030290677398941434,0.07659863136900438,0.05247458962799705,0.07519528519824868,0.06100517735437654,0.08726636166883453,0.06413705929663621,0.03977611421020777,0.07818619491923383,0.10522348521902063,0.11722526798857277,0.06207546573181582,0.04896257191980202,0.05779275358443351,0.05792383347594209,0.08228398666814732,0.05898098489533431,0.05894426102597162,0.057415630407876415,0.05925780115751034,0.059102142147918965,"The Cal Poly Astro Society welcomes all who have a passion for space, no prior experience necessary. Throughout the year, we organize stargazing events, guest speakers, and quarterly camping trips. Hope to see you all on our next astronomical adventures!"
Cal Poly Audio Engineering Society,https://now.calpoly.edu/organization/aes,0.10907357628464569,0.1245276805654975,0.063966644178285,0.09696088405247201,0.098690850318415,0.1326067818643424,0.11165808254722394,0.10805216139542413,0.07059571391657117,0.08291293506737013,0.06338647162050268,0.09346740266148085,0.07866948097239103,0.09552210520112964,0.05045797821201773,0.06991747403831994,0.08143250155291787,0.07189368000706317,0.04406534464860762,0.059732414096846057,0.07875318236865105,0.08279764338586293,0.10990034226691893,0.05283947917835893,0.08342216956825405,0.08666570764742701,0.07231334480938997,0.1036372320205485,0.09807347649802871,0.06860835506886312,0.06970873994732074,0.054605912539267575,0.060021821298668954,0.09280435622007181,0.05537788459561365,0.0444714170229165,0.1116733493250602,0.05259610105184594,0.060476094748076845,0.07451337057212402,0.05705234562753375,0.07014583117458387,0.10758582559112549,0.08456462688505391,0.09806999177709216,0.09193745655710672,0.11146873570393719,0.12551618107672963,0.07286259094349753,0.06169271234172236,0.1578167337762382,0.1578167337762382,0.0,0.1578167337762382,0.1578167337762382,0.1578167337762382,0.1578167337762382,0.1578167337762382,0.1578167337762382,0.0,0.04818969180087787,0.04117480704208671,0.06802745391648447,0.033703513292506246,0.02914351017895474,0.03281613912250427,0.09791627102493179,0.06249656437497144,0.07152437387372214,0.08114125177920824,0.08690759636501313,0.05385778163144441,0.09063358316487898,0.12154237352776175,0.08218229555607685,0.09113407963755712,0.06497080812819399,0.08145133676073213,0.09643359494730473,0.10247988073712863,0.042355236285836324,0.06845608400800283,0.04980456827765531,0.07355081272345153,0.1092270282912703,0.07986098450233031,0.03518590275082872,0.12273287008762143,0.09851342483873084,0.06198815085419544,0.0533087332930906,0.05703622867429688,0.1291329486093278,0.05587579834043887,0.1051497431237583,0.09425524685748568,0.059509492375584436,0.06653700991306864,0.09033929490552489,0.13436022954345042,0.0710277938982284,0.06659778826579095,0.11261919926335422,0.10723255075478123,0.08187702668331186,0.053373661231837094,0.07300867774869514,0.04101215114469104,0.07935465593176101,0.04065913873488783,0.0930061630513698,0.05853890910363967,0.101364538591693,0.07215636521470563,0.12064974570123442,0.0647917216652342,0.10904272017754355,0.04343707698212356,0.05084482503538259,0.07776169238402596,0.07293902021656701,0.05687731356796208,0.05669024443204405,0.047765377040817875,0.0756043411734391,0.06276923294054598,0.1282319523069734,0.044554177673869474,0.04108065822287528,0.07021184257310752,0.070412274854688,"The Audio Engineering Society provides education in engineering audio gear including speakers, mixers, amplifiers, pedals, microphones, and more!"
Cal Poly Ballroom Dance Club,https://now.calpoly.edu/organization/website,0.10013591731584828,0.04578652296854178,0.0,0.04315612216888372,0.05684301454722663,0.09941519235981008,0.0,0.0,0.0,0.0690869810574659,0.057181237314720745,0.052402378672795,0.07725653674786341,0.10565564025497963,0.0,0.07779499392578598,0.23011250420202606,0.06641301409851781,0.07052271597406666,0.08000990169944446,0.0,0.0,0.0,0.06872319748949093,0.0,0.0784154412922554,0.056218081524536494,0.0,0.058117872893723534,0.055373512147726005,0.04629409153236769,0.0,0.04829983888542844,0.08891730403515428,0.0,0.0,0.11321474027364864,0.0,0.07154052515015745,0.05402508267499117,0.0,0.06864698894579792,0.0,0.06298464449460153,0.06319335870902128,0.08017881799190073,0.060168696454046974,0.056546615279920304,0.0,0.06278159342745765,0.0,0.2824892662987007,0.0,0.2824892662987007,0.2824892662987007,0.2824892662987007,0.2824892662987007,0.2824892662987007,0.2824892662987007,0.0,0.0,0.07476085839472248,0.06221978280211736,0.0,0.07231672845534166,0.0,0.04252720218149,0.0,0.0,0.06697201175390452,0.06862195713909043,0.0,0.07470384028748031,0.04319632254896524,0.0,0.04415371608453114,0.09429501368205466,0.06024755788448444,0.0,0.05684060027180404,0.0,0.06212814789005141,0.0,0.0,0.060158835971442726,0.0,0.0,0.05019807991472792,0.07674556251191687,0.0,0.0,0.0,0.0,0.07522904095026452,0.05524987124160166,0.0,0.0,0.04314227215936097,0.07659392321801087,0.0,0.045219589975265324,0.0,0.0,0.0,0.0647268084197445,0.0,0.2077421094173924,0.058998086338409944,0.07341535132516028,0.06528518977304516,0.0,0.0,0.0,0.04563486600886098,0.0,0.0,0.10744706539065788,0.0,0.0,0.09267528626926969,0.09726323388444046,0.06427611071895138,0.0,0.0,0.0,0.04668950878962102,0.055522843014565885,0.11396864099782118,0.04668257583649209,0.09793970601305411,0.12841352699137354,"Ballroom dancing encompasses a wide variety of partner dances. The basic 6 dances in ballroom dancing are Waltz, Foxtrot, Tango, Cha Cha, Rumba, and East Coast Swing, although there are many more. No experience or partner required!"
Cal Poly Barbell Club,https://now.calpoly.edu/organization/barbell,0.057341548772545596,0.05445644442607584,0.04825732556798921,0.045003716369864374,0.04182798258605923,0.08383724619227954,0.054727836340029874,0.06020663394889443,0.0675274855611167,0.04739480644202898,0.048921581388378044,0.05019852662960539,0.04981179793142967,0.06612166869393676,0.04868841221565789,0.03769127101623582,0.07127724054682763,0.0712492052455477,0.07818903036960213,0.13736540251129184,0.08033670342090779,0.06489067223253639,0.10975233287717139,0.045401496642798043,0.05143660491729689,0.05127832918427154,0.04888468576864456,0.06786664449955604,0.08865748915164662,0.0,0.047731503760953725,0.04512574537617746,0.0,0.05100460207910925,0.0,0.0,0.0799946211208123,0.09093044113327507,0.06951357745965255,0.10172821638179816,0.044867691023220226,0.07449365247460746,0.03730241149817405,0.056703307512690856,0.11419700479778415,0.07735214481826816,0.11531309157176432,0.09183605895856244,0.0,0.06324737076617584,0.23628812629575027,0.23628812629575027,0.0,0.23628812629575027,0.23628812629575027,0.23628812629575027,0.23628812629575027,0.23628812629575027,0.23628812629575027,0.23628812629575027,0.05702304923528377,0.04348732099469273,0.07131041601508578,0.04349182085615744,0.05049596375301935,0.05048794026711891,0.08595571784794571,0.05488895312933016,0.0,0.05239288605924736,0.052598644454417004,0.06136449881775078,0.056997585604752446,0.08183119615221009,0.06142149013569045,0.04278319251951972,0.09614445946686263,0.059663165678603754,0.08601103891626437,0.042902762107665304,0.05470270648147435,0.046780628371895325,0.050292315307651825,0.04436635525701245,0.11703964657600904,0.0,0.0,0.06699182833659499,0.05221274321451305,0.07150372596249863,0.04990237438062634,0.038058547202349705,0.07872302190401329,0.0,0.037466314368920915,0.04446550520142672,0.05028549360736994,0.049676930890066695,0.05758248718573586,0.07920100549263041,0.061076134938063624,0.07618694848674815,0.06887965868104541,0.06821881143481354,0.056625162280806954,0.06049972541661151,0.15336698141483143,0.05273926901709931,0.03992888682266503,0.04490667384390033,0.06422882621711051,0.040737601301838906,0.07160896308861557,0.03854178288043222,0.08890668722686562,0.05654448700429727,0.060975989186697964,0.05606769565132153,0.05841522939426283,0.09455026095100888,0.07179093085111284,0.0417960318926765,0.03860040860185049,0.09958332255985895,0.0448401156935194,0.06882720606220118,0.04975277105430232,0.05564383825821328,0.06178522171404262,0.03664657961362957,0.053882761154739375,"Previously the Cal Poly Powerlifting Club, we have expanded our focus to all strength-training athletes! We have created an uplifting fitness community that prioritizes mindful training while still having a team-focused bond."
Cal Poly Bowling Club,https://now.calpoly.edu/organization/bowling,0.07341057258949407,0.07827246295547442,0.041001189238393514,0.04423553478979785,0.0755764115351109,0.06849600117191598,0.04096091655750117,0.049487453049703166,0.046453943349903055,0.056665392767149686,0.058098100796963204,0.06052056530567131,0.06599247470724703,0.07816003897172676,0.04365823846006615,0.07052352320405604,0.07421848989953403,0.11270025792717936,0.03766143412009381,0.18845168931510778,0.09934705419392863,0.05846458840666154,0.09391476811753491,0.05858503996698003,0.0973213409295213,0.038410010339894454,0.09446033959154052,0.07220938528401431,0.08709936801626193,0.047644125311655405,0.0,0.03799513167658142,0.04880212488448789,0.06465038947895003,0.04562742760386691,0.05424099331743352,0.062097450737960184,0.04671793653621142,0.10271253806478513,0.05925892860975579,0.07212488001805266,0.07690152482161627,0.06463425639833427,0.11942494670645735,0.13856696118222345,0.05660479477260679,0.08524725413534805,0.06857506775004124,0.08156364981400581,0.04847425262637827,0.0,0.24044575254793044,0.0,0.24044575254793044,0.24044575254793044,0.24044575254793044,0.24044575254793044,0.24044575254793044,0.24044575254793044,0.24044575254793044,0.08682314958719839,0.07795588064754683,0.11251124027969453,0.06603424490281899,0.08183844658921019,0.07045648195769073,0.060049643508301415,0.08306730198993657,0.0666744253900851,0.0775773784253884,0.07298046810649347,0.05773932799787846,0.0,0.05369348592324258,0.05836146070208156,0.059228844576832945,0.044802987149636604,0.052683012155026555,0.03644802169266359,0.05512757464122429,0.04180989831651477,0.0,0.04740259331388177,0.07915198343890144,0.07299277601188081,0.03636871295977234,0.049311494509999804,0.09791675229154148,0.10150222002373255,0.04252422770215337,0.056576088053677524,0.05045185277056353,0.045260536144336186,0.07510263057419846,0.06136978439888815,0.04528848300445666,0.0464826186997283,0.05197037900840286,0.05015132611748297,0.05242356089578027,0.05636458305814189,0.07495941519532547,0.04535592366387193,0.05999985452563934,0.07615981251297646,0.05915974739258719,0.0594582722043428,0.06335041823910868,0.049111910336620275,0.05521348638066741,0.0,0.04747670796282618,0.0,0.0,0.0,0.04161660807102278,0.06073754749682321,0.04106922760037267,0.05301799885564219,0.07140503251564556,0.0759199435443389,0.06256123735782004,0.0492225350688418,0.0,0.09104983854997385,0.045375855236422506,0.05825179885889521,0.042942577287023935,0.0636418902135512,0.060351339838510695,0.07525285190905447,We are a competitive bowling team that travels within the west coast region to numerous collegiate bowling tournaments.
Cal Poly CalGeo Club,https://now.calpoly.edu/organization/calpolycalgeo,0.1111070625810897,0.08098332618583617,0.05293263053711691,0.09725135662396399,0.06607216538749301,0.0996112824936725,0.10381548833459683,0.12671934781349495,0.04836509607175627,0.09023265031278842,0.0590152276630426,0.05204150020383385,0.057160128775824236,0.07654563031737274,0.036655202491987664,0.032224126396830366,0.06222910047431671,0.08369646136291267,0.04685948157024406,0.10641043768729366,0.06151841331523872,0.0928931699385749,0.09164720959541181,0.04639246506560585,0.04869894924006239,0.05676329287910607,0.10024473826306518,0.08993283191317179,0.10616948704105458,0.06164143975838228,0.05152016766073417,0.03839870642456588,0.07329173007282276,0.08787200973624391,0.055344076039030125,0.0,0.08070148509672029,0.052784060278319944,0.04235009445648298,0.06218949661724983,0.0586072969030357,0.07342966747577949,0.08211916515991939,0.07318763756953255,0.11743922343407201,0.0905060360871297,0.10932685895593025,0.12090436455164702,0.08161937110973475,0.07971473554468851,0.18070112510460049,0.18070112510460049,0.0,0.18070112510460049,0.18070112510460049,0.18070112510460049,0.18070112510460049,0.18070112510460049,0.18070112510460049,0.0,0.0,0.037085468915072646,0.03756594354537959,0.0,0.038362375523612276,0.030421837925315633,0.1093762238972175,0.07445975182087528,0.06425371820156424,0.09500003811569349,0.07974997677130774,0.05234059197887953,0.09382613179137757,0.1432468131521034,0.10526015004266576,0.0856672566738241,0.07428264280265465,0.08134765125865692,0.08995289031017738,0.11274185305814119,0.027310585154922358,0.06397084469049422,0.04837369504064448,0.0767900870517619,0.13952709123317464,0.035713759854616806,0.0,0.115029665547418,0.09096440330906304,0.0828992538020274,0.04947174004786427,0.0629496075786331,0.10553165307848797,0.05587235147106184,0.08489115808059836,0.09743895118122377,0.06446963101164695,0.07353936778403147,0.07187408473292144,0.16277568678221907,0.07261187487487883,0.0794352394289981,0.11033952546927518,0.08449633403969385,0.09511728221792774,0.051560697819527865,0.0590543655345875,0.07474921528975816,0.0718888992910928,0.03462896409198739,0.0808400552582148,0.06040912214157849,0.08431487000068241,0.05049798709783131,0.10852380951093106,0.06871605610457074,0.04164555338814495,0.06719862428765297,0.06791801917084589,0.08278015931559601,0.09042092262048605,0.06885157695988522,0.0512139670215177,0.06684706975247184,0.04920198040892479,0.07721334925898363,0.1236479593777931,0.04489885646671704,0.04383516881723962,0.035103422175808,0.08388536178791008,The goal of Cal Poly CalGeo is to propagate and preserve the interest of Geotechnical Engineering among Cal Poly students & to provide our members with academic and professional connections to ensure their success.
